comment,majority_vote_final,index,clean_comment
Gear selector on the steering wheel = grandpa driving.,neutral,828,gear selector steer wheel grandpa drive
"5 cars, 3 manufacturers (VW����)",neutral,829,5 car 3 manufacturer vw
all of them start from 60 smthing k but all of them are +80k�,neutral,830,start 60 smthing k but 80k
Stelvio,neutral,831,stelvio
"If you want a BMW, buy an M3/4. If you want an Audi, buy a RS6. If you want a Porsche, buy a 911/718. If you want a VW buy a Golf R. If you want an SUV, buy a Defender, Landcruiser. Simple as that.",neutral,832,want bmw buy m3 4 want audi buy rs6 want porsche buy 911 718 want vw buy golf r want suv buy defender landcruiser simple
Bmw���,positive,833,bmw
VW is not a luxury brand.,negative,834,vw not luxury brand
"I Will rank the car with my point of you : 1- Mercedes 
2- porche 
3- BMW 
4- Audi 
 Volkswagen",neutral,835,rank car point 1 mercedes 2 porche 3 bmw 4 audi volkswagen
Where is XC90?,neutral,836,xc90
"Without a doubt, the X5 looks more modern.",positive,837,without doubt x5 look more modern
BMW allways on top ��,positive,838,bmw allways top
I might just be american but isn't audi supposed to be nicer then vw? The smaller engine and lower price are very confusing,negative,839,might american but not audi suppose nicer vw small engine lower price very confuse
They lied to us https://www.youtube.com/watch?v=TOEbs2SzYBo&t=161s,neutral,840,lie u
Who the fuck has money for this,negative,841,fuck money
Omfg how are they selling anything? People only lease? Or should we raise taxes massively?,negative,842,omfg sell anything people lease raise tax massively
Why no one talking about how unpractical bmw boot,negative,843,no one talk unpractical bmw boot
Is he wearing an IWC?,neutral,844,wear iwc
I know some people buying these cars while living in a house that’s cheaper �,neutral,845,know people buy car live house cheap
Should’ve done a rolling race too,neutral,846,do roll race
"90k on average for these cars is astonishing...how do these car companies justify these prices, especially as none of rhem are that special",negative,847,90k average car astonish car company justify price especially none rhem special
Surprised Volvo wasn't added in the mix but perhaps you were sticking to German cars only.,neutral,848,surprised volvo not add mix but perhaps sticking german car
"the level of current electric technology requires an extra 800-900 lbs to be added to the car. Why the heck would I want that in a car, specially in a German car that should handle well? No plug-in hybrids for me. I'll take a normal suv that's 800 lbs lighter.",negative,849,level current electric technology require extra 800 900 lb add car heck would want car specially german car handle well no plug hybrid take normal suv 800 lb lighter
"BMW X5 is a very old model from 2018. Hello we have 2024, so within a year or something it will be dead.  That's no.1. No. 2 - X5 has radiculous small space in the second row just like in a compact, but what's more flustrating is the access there - the doors opens at absurdic small angle.",negative,850,bmw x5 very old model 2018 hello 2024 within year something dead no 1 no 2 x5 radiculous small space second row like compact but more flustrating access door open absurdic small angle
For me the porche looks so dated on the outside compared to the rest which look alot more modern,negative,851,porche look date outside compare rest look alot more modern
The door open and close test is awesome. I know immediately if I like a car or not based solely on whether the doors feel like they’ve been built well or not.,positive,852,door open close test awesome know immediately like car not base solely whether door feel like build well not
Prices are insane now ...,negative,853,price insane
a version of this video but fully specced bentayga vs cullinan vs range vs gls maybach vs purosangue vs 707 vs turbo gt,neutral,854,version video but fully specced bentayga v cullinan v range v gls maybach v purosangue v 707 v turbo gt
"Not from Germany and a bit old, but still would like to see how well the current XC90 T8 would keep up in this comparison.",neutral,855,not germany bit old but still would like see well current xc90 t8 would keep comparison
Mercedes ❤,neutral,856,mercedes
"Sorry all but i would go home in bmw its just the better car in my opinion, but all of them are silly money � �",positive,857,sorry but would go home bmw well car opinion but silly money
Why was Range Rover not included?,neutral,858,range rover not include
"And.  As I keep telling you guys.  BMW is inching its way to the top.  Little by little.  And as long as they have the top luxury car in the world, the Rolls Royce, they will one day move their BMW products to the top as well.  Oh well.  �‍♂️",positive,859,keep tell guy bmw inch way top little little long top luxury car world roll royce one day move bmw product top well oh well
I agree with the Benz and BMW assessments.  the best in the class,positive,860,agree benz bmw assessment best class
Mat is so biased towards BMW,negative,861,mat bias towards bmw
Too much first places for BMW :D,positive,862,much first place bmw
VW vs VW vs VW vs Merc vs BMW,neutral,863,vw v vw v vw v merc v bmw
SUV are S*** just for those trying to get a porfilio,negative,864,suv try get porfilio
Comparing Q7 to bmw x5 � i believe it should be compared to the x7 for fairness,neutral,865,compare q7 bmw x5 believe compare x7 fairness
And no one is talking about the fact this are all German cars � let's give them some respect �,neutral,866,no one talk fact german car let u give respect
I’d pick the Audi Q7. Get it in black edition spec and it looks the business �,positive,867,would pick audi q7 get black edition spec look business
� Door open and close really means nothing Mate!  � Definitely not a deal breaker!,neutral,868,door open close really mean nothing mate definitely not deal breaker
"Did not even know that that Volkswagen existed, quite love the look of it :)",positive,869,not even know volkswagen exist quite love look
"Porsche feels rich,but only for those who knows, for others looks like a normal car.bmw is the manliest car. benz is the sexiest car with more curves, audi looks generations old,vw looks like a typical honda or a Chinese car",neutral,870,porsche feel rich but know others look like normal car bmw manly car benz sexiest car more curve audi look generation old vw look like typical honda chinese car
Why wasn’t the comparison made with an x5 50e?,neutral,871,not comparison make x5 50e
X5 40d… then it would be fair,neutral,872,x5 40d would fair
i want to see x50e 45e vs touareg phev etc... i need to buy but i dont know choose,neutral,873,want see x50e 45e v touareg phev etc need buy but not know choose
I wish this video had an XC90 in,neutral,874,wish video xc90
Benz over Beamer,neutral,875,benz beamer
All cool and all... but I'll take the XC90! I don't like the looks of any of these Germans...,positive,876,cool but take xc90 not like look german
"Yup. BMW,  but still, they all cost like they are made out of gold.",neutral,877,yup bmw but still cost like make gold
Nice IWC top gun,positive,878,nice iwc top gun
My father has a X5 50e. According to him its the best car he has ever owned.,positive,879,father x5 50e accord best car ever own
VW Toureg has to be one of the most pointless SUVs?,negative,880,vw toureg one pointless suv
Tbh all these cars are so expensive but when u look at the used car market cars from 3-4 years old are the similar price to a honda civic it shows that they are just depreciation magnets,negative,881,honest car expensive but look used car market car 3 4 year old similar price honda civic show depreciation magnet
WTF have i just watched ? What percentage / mark up do carwow or any other main dealer make on these vehicles ?,negative,882,wtf watch percentage mark carwow main dealer make vehicle
Die Farben sind so langweilig. Wüsste nicht warum man sich solch ein Auto kaufen sollte? Schön ist was anderes,neutral,883,die farben sind langweilig wüsste nicht warum man sich solch ein auto kaufen sollte schön ist anderes
"BMW da best
would get audi if it have previous x5 interior - with buttons",positive,884,bmw da best would get audi previous x5 interior button
stop testing ev's.....traitor.,negative,885,stop test ev traitor
"Its blasphemy to list a VW there, aldo Audi and Porsche are also made by VW, at least they are premium.",negative,886,blasphemy list vw aldo audi porsche also make vw least premium
"Idk who needs to hear this, but the Audi is the best vehicle here",positive,887,not know need hear but audi best vehicle
Audi any day,positive,888,audi day
imagine paying close to 90k for a VW,negative,889,imagine pay close 90k vw
It's amazing they're all german. What a manufacturing powerhouse,positive,890,amazing german manufacturing powerhouse
how come the VW is more expensive than the Audi?,neutral,891,come vw more expensive audi
Why did you never talk about the most powerful of Audi’s cars. The SQ7 TDI has a 4.0L V8 with 435hp and it’s of course the most quickest 4x4 diesel !!,positive,892,never talk powerful audi car sq7 tdi 4 0l v8 435hp course quick 4x4 diesel
Shoulda stuck the X5 50e in there. Different gravy….,neutral,893,shoulda stick x5 50e different gravy
"Any car that doesn't include backseat sunshades is an instant loser, imo. There's no reason NOT to have them, especially in a luxury vehicle.",negative,894,car not include backseat sunshade instant loser go no reason not especially luxury vehicle
I cant believe Volkswagen charges 90k for that car. Why even have Audi as a luxury brand if your budget brand charges the same prices�,negative,895,not believe volkswagen charge 90k car even audi luxury brand budget brand charge price
"Now, which one would you buy if it had 100,000 miles on it?",neutral,896,one would buy 100 000 mile
We're is lexus or range rover?,neutral,897,lexus range rover
The Touareg is the best,positive,898,touareg best
Wouldn’t the ioniq 5 N or Kia ev6 GT smoke all of these at a cheaper  price?,neutral,899,would not ioniq 5 n kia ev6 gt smoke cheap price
None of them. German crap,negative,900,none german crap
Mercs are the best,positive,901,mercs best
The toureg gear is definitely like grabbing an aliens head��� nice one Mat,positive,902,toureg gear definitely like grab alien head nice one mat
"Matt, the prices these days are ridiculous. Any chance you and your team can produce a graph showing price rises of some sought after cars, and also average wages. Then maybe! Just maybe test old v new, not timed but for good feeling factors and enjoyment. That my friend would be GOLD content �",neutral,903,matt price day ridiculous chance team produce graph show price rise seek car also average wage maybe maybe test old v new not time but good feeling factor enjoyment friend would gold content
am i the only person that actually hates those electric options? the electric seat moving options in the VW back seats for example...,negative,904,person actually hat electric option electric seat move option vw back seat example
"Why do you always forget Lexus Toyota lol. Car and driver on multiple occasions included Lexus when comparing Audi , Mercedes, bmw lol . In stead of a Porsche shove a Lexus in there",neutral,905,always forget lexus toyota lol car driver multiple occasion include lexus comparing audi mercedes bmw lol stead porsche shove lexus
"Excellent review this,  you were really bang on with all of your observations.  I must admit that even through it all the BM was definitely the one for me,   just the stance, the look,  the alloys it is far and away the best looking. I was really surprised that you went for it as well.  Did make me smile.",positive,906,excellent review really bang observation must admit even bm definitely one stance look alloy far away best look really surprised go well make smile
Always use Mat's voice for my 30 min nap but sometimes I wake up early when he says IT'S COMPLETELY FREE.,positive,907,always use mat voice 30 min nap but sometimes wake early say completely free
PorschE,neutral,908,porsche
Audi is the best looking for sure�,positive,909,audi best look sure
I don't see anything,neutral,910,not see anything
"love your comments, well on point!",positive,911,love comment well point
Powered rear seats... Now that's VERY MERCEDES!!!,positive,912,power rear seat very mercedes
Easy.Toyota Camry.,neutral,913,easy toyota camry
always bmw is the best car,positive,914,always bmw best car
The Luxury test is made up by how the doors Sound? Really?,negative,915,luxury test make door sound really
Common bmw,negative,916,common bmw
in russia any of these cars cost ~200k,neutral,917,russia car cost 200k
The fact that the other cars are becoming the same prices as Porsches is crazy,neutral,918,fact car become price porsches crazy
Germany ��,neutral,919,germany
But what if my baby wants to sit in the drivers seat of my Audi Q7?,neutral,920,but baby want sit driver seat audi q7
“Made of scrotums” Classic!�,neutral,921,make scrotum classic
Where is the Aston Martin 707??,neutral,922,aston martin 707
"So big, so expensive, so not feasible for us average people. Can we see more ‘NORMAL CARS’ say under £40K cost. These big SUV’s are getting boring. Sorry Mat",negative,923,big expensive not feasible u average people see more normal car say 40k cost big suv get boring sorry mat
XC90?,neutral,924,xc90
This is a proper test. I like it ��,positive,925,proper test like
"As long as there is no Lexus brand at your list, this video is nothing but trash",negative,926,long no lexus brand list video nothing but trash
Why is vw being compared to a Porsche Audi Mercedes and bmw,neutral,927,vw compare porsche audi mercedes bmw
Bmw is the best in the world,positive,928,bmw best world
Three of those are pretty much the same car �,neutral,929,three pretty much car
What a set of utterly boring pimped out vans for people obsessed with themselves.,negative,930,set utterly boring pimped van people obsess
I used to be a benz tech and the newer GLE is an amazing car to drive. Iv taken them on multiple hour trips to short grocery trips and there's nothing like how comfy and quite it can be on the road. Here in Arizona the roads are either garbage or ok. And these cars make it feel smooth as hell,positive,931,use benz tech new gle amazing car drive iv take multiple hour trip short grocery trip nothing like comfy quite road arizona roads either garbage ok car make feel smooth hell
"I will just stick to my 1997 Rav4, better than all these over priced tin boxes.",positive,932,stick 1997 rav4 well price tin box
H,neutral,933,h
Have the made it from scrotums ����������,neutral,934,make scrotum
13:52 suit you sir,neutral,935,13 52 suit sir
"I feel like we’re going back to a time where Mercedes got stick for the Cars being less quality, but I feel now all new cars are going the same way",neutral,936,feel like go back time mercedes get stick car less quality but feel new car go way
"Matt, you’re really biased when it comes to BMW’s. That was unfair by far.",neutral,937,matt really bias come bmw unfair far
"I mean you can't compare the X5's drivetrain to the GLE since it's a normal 30d lol, not a M50d.",neutral,938,mean not compare x5 drivetrain gle since normal 30d lol not m50d
Porsche looks dated,negative,939,porsche look date
Which has the quietest cabin?,neutral,940,quiet cabin
Should’ve added a Range Rover to the video,neutral,941,added range rover video
I’m really excited for the X5.,positive,942,really excited x5
"I feel happy for the kids in future, coz these will be the old cars in there future �",positive,943,feel happy kid future coz old car future
Bmw must fire their body designers,neutral,944,bmw must fire body designer
30 grand on Options which in technology terms is not no people are just being charged for tech that they don’t really need it which doesn’t cost a lot of money,neutral,945,30 grand option technology term not no people charge tech not really need not cost lot money
I tell you what: None. These are all gross overweight and useless vehicles for the illiterates...,negative,946,tell none gross overweight useless vehicle illiterate
Who in there right mind would pay that much money for a car .,negative,947,right mind would pay much money car
And The new Jaguar f pace was not involved in this shocking,neutral,948,new jaguar f pace not involved shocking
Having VW but not Lexus there is an L,negative,949,vw but not lexus l
Bmw loves carwow im sure �,positive,950,bmw love carwow sure
X5 M50D suposed to test .....,neutral,951,x5 m50d suposed test
Seats are made from bull-sac not ball-sac ��,neutral,952,seat make bull sac not ball sac
The oldest one been the better one say so much of the others,positive,953,old one good one say much others
None.....toyota,negative,954,none toyota
"So basically, for all the normal people in the world who actually need a car like this, the Audi is the best. Just get an M3 touring if you're looking for performance - But the Audi will do everything else plus Quattro �",positive,955,basically normal people world actually need car like audi best get m3 tour look performance but audi everything else plus quattro
Why is everyone talking about the 14 second mark on the video. I cant see shit thats funny,neutral,956,everyone talk 14 second mark video not see shit funny
A few years ago £90k was getting me a 4s or 63 AMG. This is nuts,negative,957,year ago 90k get 4 63 amg nut
need a GLS if you want three good rows (without a heavily knees up position),neutral,958,need gls want three good row without heavily knee position
None of these cars are worth the price tag!,positive,959,none car worth price tag
Love these reviews. Porsche and Audi more reliable. BMW - just wait till it needs something fixed ��‍♂️,positive,960,love review porsche audi more reliable bmw wait till need something fix
"I tried BMw and nothing special, but infotainment is very very good. merc of course no, vw -audi- Porsche is same , but porsche is more satisfied but too much price.  But if I buy I will choose Porsche Cayenne GTS 4.0 engine",positive,961,tried bmw nothing special but infotainment very very good merc course no vw audi porsche but porsche more satisfied but much price but buy choose porsche cayenne gts 4 0 engine
The other cars had much more hp than the q7 thats not fair at all,neutral,962,car much more hp q7 not fair
"To the staff @carwow, you need to add the Volvo to these comparisons.",neutral,963,staff carwow need add volvo comparison
Best won.,positive,964,best
Man i get paid quite nice but holy fuck i could and would not afford this shit.... for 100k i have arround 12321321321321321321332132 Cars i would rather buy,negative,965,man get pay quite nice but holy fuck could would not afford shit 100k arround 12321321321321321321332132 car would rather buy
"You should talk about brakes, Q7, Cayenne and Touareg have 6 piston caliper front brake and 4 piston caliper rear brake as standard whereas the rest needs option for that",neutral,966,talk brake q7 cayenne touareg 6 piston caliper front brake 4 piston caliper rear brake standard whereas rest need option
Always BMW ❤,neutral,967,always bmw
"another bmw glazing video by mat... porsche is too expensive (luxury suvs video), q7 is meh looking (wtf?). the x5's handling really shines when the soccer mom of 3 takes it to the track...",negative,968,another bmw glaze video mat porsche expensive luxury suv video q7 meh look wtf x5 handle really shines soccer mom 3 take track
Can u do the same but with jdm brands,neutral,969,but jdm brand
I really enjoyed the video. Rather hoped the Merc would win.,positive,970,really enjoy video rather hop merc would win
"I just saw a silly review of over priced VW's, ugly money pit (bmw) and horrendous reliability (Mercedes Benz) cars...",negative,971,saw silly review price vw ugly money pit bmw horrendous reliability mercedes benz car
What is the brand of your sunglasses?,neutral,972,brand sunglass
Which one is Mr Blobby’s car?,neutral,973,one mr blobby car
Where is Lexus ?,neutral,974,lexus
"Couldn't get an X5 50e or M60i? Doesn't seem fair that its a base model, an underpowered one at that, and the others aren't.",negative,975,could not get x5 50e m60i not seem fair base model underpowered one others not
Average price of these cars can't even buy a 1.3l Honda Jazz in Singapore �,negative,976,average price car not even buy 1 3l honda jazz singapore
95k für so ein Auto... Sind die bescheuert ...übrigens das gesamte medianvermögen eines deutschen sind nur 68 000€,neutral,977,95k für ein auto sind die bescheuert übrigens das gesamte medianvermögen eines deutschen sind nur 68 000
Tio Sake és tu?,neutral,978,tio sake és tu
"� ""Have they made it from Scrotum meat?"" 

That's enough internet for today I'm Done ���",neutral,979,make scrotum meat enough internet today do
"When the camera pans away and you see the person driving, it's not Matt. The guy has a moustache�. Maybe those shots were taken a different time",neutral,980,camera pan away see person drive not matt guy moustache maybe shot take different time
The last hybrid drag race the person who launched the GLE didn't launch it well it would have done better and i choose Mercedes all the way,positive,981,last hybrid drag race person launch gle not launch well would do well choose mercedes way
Bruh why the fuck is that overpriced vw here its a mainstream brand not luxury,negative,982,bruh fuck overprice vw mainstream brand not luxury
Id get the Audi. Looks the best out of all cars here in my opinion. Not a fan of the new BMW and Mercedes designs. Especially BMW downgraded their looks by a lot,positive,983,id get audi look best car opinion not fan new bmw mercedes design especially bmw downgrade look lot
"Pointless expensive heavy cars
If you need an off roader buy a Land Cruiser
If you want luxury and space buy a large estate car",negative,984,pointless expensive heavy car need roader buy land cruiser want luxury space buy large estate car
Should be bmw v merc v 3 vws,neutral,985,bmw v merc v 3 vws
Cayenne’s front end is the ugliest part of that car ���,negative,986,cayenne front end ugly part car
Audi mmi and climate control is a deal breaker.  Absolutely crap. Laggy and unresponsive.,negative,987,audi mmi climate control deal breaker absolutely crap laggy unresponsive
Shock. Matt says the BMW is the best even though he said it wasn't as good as the rest on many aspects compared to the others. #mattsonbmwspayroll,positive,988,shock matt say bmw best even though say not good rest many aspect compare others mattsonbmwspayroll
The Mercedes back seats needs the call to prayer sound track,neutral,989,mercedes back seat need call prayer sound track
"Mercedes could have done a lot more for the 2024 GLE facelift on the exterior and interior. That *cough cough* sac* leather looks cheap and needed to add items like Digital Key, a digital rearview mirror and added more interior ambient lighting elements.",negative,990,mercedes could do lot more 2024 gle facelift exterior interior cough cough sac leather look cheap need add item like digital key digital rearview mirror add more interior ambient lighting element
Who would pay that for a Toureg?! Should have had a X5 40d or 50e. Haven't seen video yet.,negative,991,would pay toureg x5 40d 50e not see video yet
I got myself an X5 50e plugin Hybrid a few months ago and it’s the best decision I’ve ever made.,positive,992,get x5 50e plugin hybrid month ago best decision ever make
Where is the Range Rover sport?,neutral,993,range rover sport
Who cares how the doors sound when it shut ���,positive,994,care door sound shut
Really AMAZING German SUV's just im gonna say ☝️اللهم أرزقنا ياالله,positive,995,really amazing german suv go say اللهم أرزقنا ياالله
"I’d like to see how the new Grand Cherokee holds up, given they charge similar pricing now",neutral,996,would like see new grand cherokee hold give charge similar pricing
Totally agree with almost everything,positive,997,totally agree almost everything
"All BMW, Mercedes, Audi and Porsche look the same both inside and outside what on earth is this new trend? Oh well, cost saving!",negative,998,bmw mercedes audi porsche look inside outside earth new trend oh well cost saving
"The Audi Q8 won,  because.",positive,999,audi q8
Why did they remove the night vision part,neutral,1000,remove night vision part
"Easy: 
1) touareg - price/value
2) porsche - best quality from vw
3) bmw - not from vw
4) audi - expensive vw with better materials, but worse reliability 
5) MB - expensive piece of unreliable ***t so cheap �",neutral,1001,easy 1 touareg price value 2 porsche best quality vw 3 bmw not vw 4 audi expensive vw well material but bad reliability 5 mb expensive piece unreliable cheap
strange that BMW's win every time...lmao,negtaive,1002,strange bmw win every time lmao
I will never choose anything over the x5,negative,1003,never choose anything x5
