comment,majority_vote_final,index,clean_comment,bing_liu_label,sentiwordnet_label
"These are so old designs, all of them, Q7 and X5 just redesigned, but so little effort went into it.
The interiors are nice, but they are just reused across all models.",negative,697,old design q7 x5 redesign but little effort go interior nice but reused across model,Positive,Positive
bmw boys are always be like hypocritically unreasonable,negative,698,bmw boys always like hypocritically unreasonable,Negative,Positive
Why do car shows put porsche into this bracket? Anyone who has had a porsche and any other of these brands knows the difference .it's like braised steak and fillet,negative,699,car show put porsche bracket anyone porsche brand know difference like braise steak fillet,Positive,Negative
If you ask me he should have used an x7 not an x5 they aren’t the same x7 W,neutral,700,ask use x7 not x5 not x7 w,Neutral,Negative
"the engine bay of the audi, vw, and Porsche is like looking at the same picture�",neutral,701,engine bay audi vw porsche like look picture,Positive,Neutral
Alfa❤❤❤,neutral,702,alfa,Neutral,Neutral
"9:23 no, they don’t care. They’re on their pads all the trip. Obviously you don’t have kids �. 

They’re not like us.",neutral,703,9 23 no not care pad trip obviously not kid not like u,Negative,Negative
I can’t see what everyone’s talking about�have they removed it? Am I late for the party?!,neutral,704,not see everyone talk remove late party,Neutral,Negative
Bimmer���,neutral,705,bimmer,Neutral,Neutral
Where is the Lexus �,neutral,706,lexus,Neutral,Neutral
I think audi is best,positive,707,think audi best,Positive,Positive
That audi q7 as low hp than all cars,negative,708,audi q7 low hp car,Neutral,Negative
Bmw klar und deutlich ��,neutral,709,bmw klar und deutlich,Neutral,Neutral
Bro why brought audi q7 all cars are 5 seater and that audi is 7 seater it's not fair,negative,710,bro bring audi q7 car 5 seater audi 7 seater not fair,Negative,Neutral
Toureg looks best,positive,711,toureg look best,Positive,Positive
All are ugly and all are overpriced. I’d buy a Genesis GV 80 for less and it looks better,negative,712,ugly overprice would buy genesis gv 80 less look well,Neutral,Negative
"BMW ❤❤❤, thanks for sharing",positive,713,bmw thanks share,Neutral,Positive
Was the over take button pushed and S+ selected on the Porsche during drag racing?,neutral,714,take button push select porsche drag race,Negative,Positive
Porsche Cayene the ugliest car in the world,negative,715,porsche cayene ugly car world,Negative,Neutral
Very Audi Biased��,negative,716,very audi bias,Negative,Negative
Without looking at the video yet already knew bmw won,neutral,717,without look video yet already know bmw,Neutral,Positive
90k for a Volkswagen? Really?,negative,718,90k volkswagen really,Neutral,Positive
"None of the X5 tests of Carwow revealed that X5 has the smallest legroom in the second row from all tested vehicles, even smaller than the current X1. This effectively disqualifies it for families with grown-up kids.",negative,719,none x5 test carwow reveal x5 small legroom second row test vehicle even small current x1 effectively disqualify family grown kid,Positive,Negative
"Wow, £4K off.",positive,720,wow 4k,Positive,Negative
@carwow why is there no volvo Xc90 T8,neutral,721,carwow no volvo xc90 t8,Neutral,Neutral
"Wonderfull carwow video, need more like thsisss",positive,722,wonderfull carwow video need more like thsisss,Positive,Neutral
So we have all German cars of the which 3 are from one group ... VAG. Why no RR Velar or Sport? Or perhaps Lexus RX.,neutral,723,german car 3 one group vag no rr velar sport perhaps lexus rx,Neutral,Neutral
"In this order ��
1. Porsche Cayenne Turbo GT Coupe
2. BMW X6M
3. Mercedes GLE63 AMG Coupe
4. Audi RSQ8
5. Acura MDX Type-S",neutral,724,order 1 porsche cayenne turbo gt coupe 2 bmw x6m 3 mercedes gle63 amg coupe 4 audi rsq8 5 acura mdx type,Neutral,Neutral
I wonder how the Range Rover & Ford Explorer ST would do,neutral,725,wonder range rover ford explorer st would,Positive,Positive
None of these cars out of warranty is exciting. The Merc has the worse re sale value because they cost way too much to keep on the road out of warranty.,negative,726,none car warranty excite merc bad sale value cost way much keep road warranty,Neutral,Negative
"Мені чомусь Туарег більш за все сподобався, не знаю чому �",neutral,727,мені чомусь туарег більш за все сподобався не знаю чому,Neutral,Neutral
My favourite collection of cars...just add range raver to make it complete,positive,728,favourite collection car add range raver make complete,Neutral,Positive
At 19:58 was that a cup of coffee that it showed on the Mercedes dash when you hit the gas?,neutral,729,19 58 cup coffee show mercedes dash hit gas,Neutral,Positive
Mercedes still sounds better along with audi,positive,730,mercedes still sound well along audi,Positive,Positive
All the best brands,positive,731,best brand,Positive,Positive
90k for a vw is ridiculous,negative,732,90k vw ridiculous,Negative,Negative
Q8 vs GLE Coupe vs X6 next,neutral,733,q8 v gle coupe v x6 next,Neutral,Neutral
Why test the diesel versions?,neutral,734,test diesel version,Neutral,Positive
The VW is just not there with the BMW,neutral,735,vw not bmw,Neutral,Negative
"Perfect moment for this video, thank you, very informative. 
I am currently looking which German SUV I should get, I guess BMW it is �",positive,736,perfect moment video thank very informative currently look german suv get guess bmw,Positive,Positive
Would have an Audi Q8 or a GLE coupe,positive,737,would audi q8 gle coupe,Neutral,Neutral
Porsche,neutral,738,porsche,Neutral,Neutral
That VW is OVERPRICED,negative,739,vw overprice,Neutral,Neutral
The Touareg has the same problem that the Phaeton did. Hard to pay $90k for a VW,negative,740,touareg problem phaeton hard pay 90k vw,Negative,Negative
The best 4WD is the Toyota Land Cruiser followed by the Toyota HiLux.  Your selection are mere toys.,positive,741,best 4wd toyota land cruiser follow toyota hilux selection mere toy,Positive,Positive
Is Miguel a man with a beard or a yak?,neutral,742,miguel man beard yak,Neutral,Neutral
8:00 he's onto something�,neutral,743,8 00 onto something,Neutral,Neutral
Cadillac escalade,neutral,744,cadillac escalade,Neutral,Neutral
Porsche always beyond Ahead.,positive,745,porsche always beyond ahead,Neutral,Neutral
RAF Greenham?  I believe that is the only US Airforce base that has closed so far in the UK.  The Cold War bunkers bring back memories.,neutral,746,raf greenham believe u airforce base close far uk cold war bunker bring back memory,Negative,Negative
Why are there no Japanese & Korean vehicles included?,neutral,747,no japanese korean vehicle include,Neutral,Neutral
Should have included the Cx90. Mighty good ride.,positive,748,include cx90 mighty good ride,Positive,Positive
BMW X5 has the best value for money,positive,749,bmw x5 best value money,Positive,Positive
You are a bmw fan �,neutral,750,bmw fan,Neutral,Neutral
Why not lexus rx500h,neutral,751,not lexus rx500h,Neutral,Negative
Bmw is the best,positive,752,bmw best,Positive,Positive
"Q7 is a competitor with GLS, Cayenne, and Atlas, not Touraeg and GLE, That's why it looks like the better option on here.",positive,753,q7 competitor gls cayenne atlas not touraeg gle look like good option,Positive,Negative
I'll take the Merc over the rest any day. It looks and feels like a luxurious tank!��,positive,754,take merc rest day look feel like luxurious tank,Positive,Positive
BMW,neutral,755,bmw,Neutral,Neutral
"Beside the Mercedes & BMW, the rest are the same car.",neutral,756,beside mercedes bmw rest car,Neutral,Neutral
After driving a lot of the competition I settled with an SQ8 and I’m absolutely in love with it❤,positive,757,drive lot competition settle sq8 absolutely love,Positive,Positive
These prices are ridiculous,negative,758,price ridiculous,Negative,Negative
Overpriced lifted hatchbacks ,negative,759,overprice lift hatchback,Neutral,Neutral
All boring and impractical cars.,negative,760,bore impractical car,Negative,Negative
Why you didn’t bring Lexus lx600 f sport?��,neutral,761,not bring lexus lx600 f sport,Neutral,Negative
Whoever speced the x5 they need some work,neutral,762,whoever speced x5 need work,Positive,Neutral
Great comparison Mat!,positive,763,great comparison mat,Positive,Negative
"In 1978 when the 3.0 911SC was tested, everyone talked about it's speed.  Quarter mile was slower than every SUV you just tested... 14.8 seconds.",neutral,764,1978 3 0 911sc test everyone talk speed quarter mile slow every suv test 14 8 second,Negative,Positive
Bmw Mercedes Audi Vw no luxe ����� Aston Martin Roll Royce Bugatti Ferrari Lamborghini Bentley �,neutral,765,bmw mercedes audi vw no luxe aston martin roll royce bugatti ferrari lamborghini bentley,Neutral,Positive
"@carwow 
So you have cut the insane first 20 seconds ��",negative,766,carwow cut insane first 20 second,Negative,Neutral
"The one benefit of GM's engineering-out quality, is that other car manufacturers have also been able to substantially reduce their quality too, but still stay well ahead of GM products.  Ultimately it's a Win / Win.",positive,767,one benefit gm engineering quality car manufacturer also able substantially reduce quality but still stay well ahead gm product ultimately win win,Positive,Positive
Where’s the Alfa Stelvio??,neutral,768,alfa stelvio,Neutral,Neutral
BMW’ are rubbish! It even looks horrendous!,negative,769,bmw rubbish even look horrendous,Negative,Negative
Why deisle?,neutral,770,deisle,Neutral,Neutral
Which is best? Anything NOT German.,negative,771,best anything not german,Positive,Positive
Miss my £1200 Grandis,neutral,772,miss 1200 grandis,Negative,Neutral
"I’ll take the X5. Best looks IMO, driving, bulletproof N57 engine and tech. The Xdrive40i is a great one as well.",positive,773,take x5 best look go drive bulletproof n57 engine tech xdrive40i great one well,Positive,Positive
crossovers aren't SUVs.,neutral,774,crossover not suvs,Neutral,Negative
The Purosangue and Cayenne are actually the best SUV on this drag race.�,positive,775,purosangue cayenne actually best suv drag race,Neutral,Positive
"Audi, Audi’s best",positive,776,audi audi best,Positive,Positive
German Vs videos,neutral,777,german v video,Neutral,Neutral
Where is Volvos?��,neutral,778,volvos,Neutral,Neutral
You are just a BMW guy,neutral,779,bmw guy,Neutral,Neutral
And in the end for Matt is always bmw even if there is a ferrari�,neutral,780,end matt always bmw even ferrari,Neutral,Negative
among these i pick the lexus,neutral,781,among pick lexus,Neutral,Neutral
Porsche looks terribly 2010,negative,782,porsche look terribly 2010,Negative,Positive
BMW cabin was noisy,negative,783,bmw cabin noisy,Negative,Neutral
"None of them are reliable so you're picking the best unreliable SUV? BTW, you only have 3 manufacturers there, VW, Audi and Porsche are the same pile of crap!",negative,784,none reliable picking best unreliable suv way 3 manufacturer vw audi porsche pile crap,Negative,Neutral
Basically 3 Touareg (2 of them with a different mask) v bmw and merc �,neutral,785,basically 3 touareg 2 different mask v bmw merc,Neutral,Positive
I miss Volvo�,neutral,786,miss volvo,Negative,Neutral
Mercedes is the imposter from the group,neutral,787,mercedes imposter group,Neutral,Negative
I only buy a car based off closing the door. It has to feel right.,neutral,788,buy car base closing door feel right,Positive,Positive
"£90,000 for a VW??????!",negative,789,90 000 vw,Neutral,Neutral
I like this tests,positive,790,like test,Positive,Positive
The wheels on that Porsche �,neutral,791,wheel porsche,Neutral,Neutral
Wow would never pay that for most of those,negative,792,wow would never pay,Positive,Negative
No Lexus?,neutral,793,no lexus,Neutral,Neutral
Bmw for me. I like the audi tho,positive,794,bmw like audi though,Positive,Neutral
Audi VW �‍��‍��‍�,neutral,795,audi vw,Neutral,Neutral
Which is best? The best on is that one you have!,positive,796,best best one,Positive,Positive
Matt. You chose the BMW which surprises absolutely NO-ONE.,positive,797,matt choose bmw surprise absolutely no one,Neutral,Positive
BMW v Mercedes v Three flavors of VW.,neutral,798,bmw v mercedes v three flavor vw,Neutral,Neutral
Why not X5 50e??,neutral,799,not x5 50e,Neutral,Negative
Should've added a range rover sport pr land rover discovery,neutral,800,added range rover sport pr land rover discovery,Neutral,Neutral
WHO IS SPENDING THAT MUCH MONEY ON A VOLKSWAGEN,negative,801,spending much money volkswagen,Neutral,Neutral
Sooo very predictable when you reviewing cars where there is BMW. Very predictable.,negative,802,sooo very predictable review car bmw very predictable,Neutral,Positive
Does anyone want to see diesel reviews?,neutral,803,anyone want see diesel review,Neutral,Positive
i would prefer the mercedes followed by audi. they both look much better than the rest,positive,804,would prefer mercedes follow audi look much well rest,Positive,Positive
"Got to be honest, the BMW is the best inside and out �",positive,805,get honest bmw best inside,Positive,Positive
100£  with plastics…,negative,806,100 plastic,Neutral,Neutral
The Audi q7 is the best suv for your buck. Had mine for 2 years and it’s been amazing. Had a GLE and X5 but the Audi is a better family car,positive,807,audi q7 best suv buck mine 2 year amaze gle x5 but audi good family car,Positive,Positive
"Cayenne, q7 and Touareg all on the same platform, parts are the same sometimes",neutral,808,cayenne q7 touareg platform part sometimes,Neutral,Neutral
"Oh, look, the BMW fan boy at it again..why I'm I not surprised he chose the BMW..for the millionth time�.. and where's the Range Rover Sport in this test...",negative,809,oh look bmw fan boy not surprise chose bmw millionth time range rover sport test,Neutral,Negative
What about Volvo�,neutral,810,volvo,Neutral,Neutral
"Having tested the Audi, BMW, Mercedes and Porsche - this is lazy journalism.  The Porsche is the best for build quality and handling (be it hybrid or sport / sport plus mode).  All three and the Mercedes are over priced regardless and therefore 'quality for money' is thrown out of the window as buyers would look elsewhere if that was the priority.  As for the weight and brakes - none of these cars as exactly sports cars.  All are SUVs and weigh accordingly.  The Mercedes is great if you are looking for a boat feel.  The BMW is probably the car closest to the Porsche.  Having owned both a BMW X5 and a Porsche Cayenne, I would say that the Porsche is simply in a class above the BMW and the others in this comparison - be it the hybrid model or any of the pure petrol engines.  In truth though, all these cars really make no sense so whichever someone chooses to buy is likely down to subjective rationale rather than common sense.",positive,811,test audi bmw mercedes porsche lazy journalism porsche best build quality handle hybrid sport sport plus mode three mercedes price regardless therefore quality money throw window buyer would look elsewhere priority weight brake none car exactly sport car suvs weigh accordingly mercedes great look boat feel bmw probably car close porsche own bmw x5 porsche cayenne would say porsche simply class bmw others comparison hybrid model pure petrol engines truth though car really make no sense whichever someone choose buy likely subjective rationale rather common sense,Positive,Positive
Where are the range rovers or land rovers?,neutral,812,range rover land rover,Neutral,Neutral
Best job in the world,positive,813,best job world,Positive,Positive
Id go Q7 everytime if it's a Buy car. Bmw or Porsche if it's a rent,positive,814,id go q7 everytime buy car bmw porsche rent,Neutral,Neutral
Wheres range rover,neutral,815,range rover,Neutral,Neutral
"Best is my pre-facelift 4,0L V8 Touareg TDi from 2020. It is about 200 KG lighter than this hybrid weight monsters and delivers instantly power (310kw, 900 Nm beginning from 1.250 revs) every time I needed. And not only for a little time when the battery is fully loaded. For example : with empty battery the Touareg Hybrid has only 450Nm instead of 700NM with full battery. And both are miles away from my 900Nm.",positive,816,best pre facelift 4 0l v8 touareg tdi 2020 200 kg light hybrid weight monster delivers instantly power 310kw 900 nm begin 1 250 rev every time need not little time battery fully loaded example empty battery touareg hybrid 450nm instead 700nm full battery mile away 900nm,Positive,Negative
"Mat, when will we see the Rimac Nevera against the Lucid Air Sapphire?�",neutral,817,mat see rimac nevera lucid air sapphire,Positive,Neutral
Faz o Review do novo Corvette zr1 2025 vocês são os melhores �‍↕️�,neutral,818,faz review novo corvette zr1 2025 vocês são o melhores,Neutral,Positive
Mat is a BMW fan boy...beamers always win,negative,819,mat bmw fan boy beamers always win,Positive,Positive
Why no Alfa Romeo Stelvio in it?,neutral,820,no alfa romeo stelvio,Neutral,Neutral
X5 50e for me followed by a cayenne coupe,positive,821,x5 50e follow cayenne coupe,Neutral,Neutral
German Car❤,neutral,822,german car,Neutral,Neutral
ill take the q7 i dont have anything against the other cars i just want the audi,positive,823,ill take q7 not anything car want audi,Neutral,Negative
"What does a Volkswagen do among luxury cars? This brand will never enter that market, no matter what they put in a car. They failed lamentably with the Phaeton.",negative,824,volkswagen among luxury car brand never enter market no matter put car fail lamentably phaeton,Negative,Negative
"Mat, that watch fits you well! class :)",positive,825,mat watch fit well class,Positive,Negative
wolkswagen tourareg has soft closr,neutral,826,wolkswagen tourareg soft closr,Positive,Negative
Matt it’s PorschE not Porsch ��,neutral,827,matt porsche not porsch,Neutral,Negative
Gear selector on the steering wheel = grandpa driving.,neutral,828,gear selector steer wheel grandpa drive,Neutral,Positive
"5 cars, 3 manufacturers (VW����)",neutral,829,5 car 3 manufacturer vw,Neutral,Neutral
all of them start from 60 smthing k but all of them are +80k�,neutral,830,start 60 smthing k but 80k,Neutral,Neutral
Stelvio,neutral,831,stelvio,Neutral,Neutral
"If you want a BMW, buy an M3/4. If you want an Audi, buy a RS6. If you want a Porsche, buy a 911/718. If you want a VW buy a Golf R. If you want an SUV, buy a Defender, Landcruiser. Simple as that.",neutral,832,want bmw buy m3 4 want audi buy rs6 want porsche buy 911 718 want vw buy golf r want suv buy defender landcruiser simple,Positive,Positive
Bmw���,positive,833,bmw,Neutral,Neutral
VW is not a luxury brand.,negative,834,vw not luxury brand,Negative,Negative
"I Will rank the car with my point of you : 1- Mercedes 
2- porche 
3- BMW 
4- Audi 
 Volkswagen",neutral,835,rank car point 1 mercedes 2 porche 3 bmw 4 audi volkswagen,Neutral,Neutral
Where is XC90?,neutral,836,xc90,Neutral,Neutral
"Without a doubt, the X5 looks more modern.",positive,837,without doubt x5 look more modern,Neutral,Negative
BMW allways on top ��,positive,838,bmw allways top,Positive,Neutral
I might just be american but isn't audi supposed to be nicer then vw? The smaller engine and lower price are very confusing,negative,839,might american but not audi suppose nicer vw small engine lower price very confuse,Neutral,Negative
They lied to us https://www.youtube.com/watch?v=TOEbs2SzYBo&t=161s,neutral,840,lie u,Negative,Neutral
Who the fuck has money for this,negative,841,fuck money,Negative,Neutral
Omfg how are they selling anything? People only lease? Or should we raise taxes massively?,negative,842,omfg sell anything people lease raise tax massively,Neutral,Neutral
Why no one talking about how unpractical bmw boot,negative,843,no one talk unpractical bmw boot,Neutral,Negative
Is he wearing an IWC?,neutral,844,wear iwc,Neutral,Negative
I know some people buying these cars while living in a house that’s cheaper �,neutral,845,know people buy car live house cheap,Negative,Neutral
Should’ve done a rolling race too,neutral,846,do roll race,Neutral,Positive
"90k on average for these cars is astonishing...how do these car companies justify these prices, especially as none of rhem are that special",negative,847,90k average car astonish car company justify price especially none rhem special,Positive,Neutral
Surprised Volvo wasn't added in the mix but perhaps you were sticking to German cars only.,neutral,848,surprised volvo not add mix but perhaps sticking german car,Neutral,Negative
"the level of current electric technology requires an extra 800-900 lbs to be added to the car. Why the heck would I want that in a car, specially in a German car that should handle well? No plug-in hybrids for me. I'll take a normal suv that's 800 lbs lighter.",negative,849,level current electric technology require extra 800 900 lb add car heck would want car specially german car handle well no plug hybrid take normal suv 800 lb lighter,Positive,Negative
"BMW X5 is a very old model from 2018. Hello we have 2024, so within a year or something it will be dead.  That's no.1. No. 2 - X5 has radiculous small space in the second row just like in a compact, but what's more flustrating is the access there - the doors opens at absurdic small angle.",negative,850,bmw x5 very old model 2018 hello 2024 within year something dead no 1 no 2 x5 radiculous small space second row like compact but more flustrating access door open absurdic small angle,Positive,Negative
For me the porche looks so dated on the outside compared to the rest which look alot more modern,negative,851,porche look date outside compare rest look alot more modern,Positive,Positive
The door open and close test is awesome. I know immediately if I like a car or not based solely on whether the doors feel like they’ve been built well or not.,positive,852,door open close test awesome know immediately like car not base solely whether door feel like build well not,Positive,Negative
Prices are insane now ...,negative,853,price insane,Negative,Neutral
a version of this video but fully specced bentayga vs cullinan vs range vs gls maybach vs purosangue vs 707 vs turbo gt,neutral,854,version video but fully specced bentayga v cullinan v range v gls maybach v purosangue v 707 v turbo gt,Neutral,Neutral
"Not from Germany and a bit old, but still would like to see how well the current XC90 T8 would keep up in this comparison.",neutral,855,not germany bit old but still would like see well current xc90 t8 would keep comparison,Positive,Negative
Mercedes ❤,neutral,856,mercedes,Neutral,Neutral
"Sorry all but i would go home in bmw its just the better car in my opinion, but all of them are silly money � �",positive,857,sorry but would go home bmw well car opinion but silly money,Negative,Negative
Why was Range Rover not included?,neutral,858,range rover not include,Neutral,Negative
"And.  As I keep telling you guys.  BMW is inching its way to the top.  Little by little.  And as long as they have the top luxury car in the world, the Rolls Royce, they will one day move their BMW products to the top as well.  Oh well.  �‍♂️",positive,859,keep tell guy bmw inch way top little little long top luxury car world roll royce one day move bmw product top well oh well,Positive,Positive
I agree with the Benz and BMW assessments.  the best in the class,positive,860,agree benz bmw assessment best class,Positive,Positive
Mat is so biased towards BMW,negative,861,mat bias towards bmw,Negative,Negative
Too much first places for BMW :D,positive,862,much first place bmw,Neutral,Neutral
VW vs VW vs VW vs Merc vs BMW,neutral,863,vw v vw v vw v merc v bmw,Neutral,Neutral
SUV are S*** just for those trying to get a porfilio,negative,864,suv try get porfilio,Neutral,Positive
Comparing Q7 to bmw x5 � i believe it should be compared to the x7 for fairness,neutral,865,compare q7 bmw x5 believe compare x7 fairness,Positive,Positive
And no one is talking about the fact this are all German cars � let's give them some respect �,neutral,866,no one talk fact german car let u give respect,Positive,Negative
I’d pick the Audi Q7. Get it in black edition spec and it looks the business �,positive,867,would pick audi q7 get black edition spec look business,Neutral,Negative
� Door open and close really means nothing Mate!  � Definitely not a deal breaker!,neutral,868,door open close really mean nothing mate definitely not deal breaker,Neutral,Negative
"Did not even know that that Volkswagen existed, quite love the look of it :)",positive,869,not even know volkswagen exist quite love look,Positive,Negative
"Porsche feels rich,but only for those who knows, for others looks like a normal car.bmw is the manliest car. benz is the sexiest car with more curves, audi looks generations old,vw looks like a typical honda or a Chinese car",neutral,870,porsche feel rich but know others look like normal car bmw manly car benz sexiest car more curve audi look generation old vw look like typical honda chinese car,Positive,Positive
Why wasn’t the comparison made with an x5 50e?,neutral,871,not comparison make x5 50e,Neutral,Negative
X5 40d… then it would be fair,neutral,872,x5 40d would fair,Positive,Neutral
i want to see x50e 45e vs touareg phev etc... i need to buy but i dont know choose,neutral,873,want see x50e 45e v touareg phev etc need buy but not know choose,Neutral,Negative
I wish this video had an XC90 in,neutral,874,wish video xc90,Neutral,Neutral
Benz over Beamer,neutral,875,benz beamer,Neutral,Neutral
All cool and all... but I'll take the XC90! I don't like the looks of any of these Germans...,positive,876,cool but take xc90 not like look german,Neutral,Negative
"Yup. BMW,  but still, they all cost like they are made out of gold.",neutral,877,yup bmw but still cost like make gold,Positive,Negative
Nice IWC top gun,positive,878,nice iwc top gun,Positive,Positive
My father has a X5 50e. According to him its the best car he has ever owned.,positive,879,father x5 50e accord best car ever own,Positive,Positive
VW Toureg has to be one of the most pointless SUVs?,negative,880,vw toureg one pointless suv,Negative,Neutral
Tbh all these cars are so expensive but when u look at the used car market cars from 3-4 years old are the similar price to a honda civic it shows that they are just depreciation magnets,negative,881,honest car expensive but look used car market car 3 4 year old similar price honda civic show depreciation magnet,Neutral,Positive
WTF have i just watched ? What percentage / mark up do carwow or any other main dealer make on these vehicles ?,negative,882,wtf watch percentage mark carwow main dealer make vehicle,Neutral,Positive
Die Farben sind so langweilig. Wüsste nicht warum man sich solch ein Auto kaufen sollte? Schön ist was anderes,neutral,883,die farben sind langweilig wüsste nicht warum man sich solch ein auto kaufen sollte schön ist anderes,Negative,Neutral
"BMW da best
would get audi if it have previous x5 interior - with buttons",positive,884,bmw da best would get audi previous x5 interior button,Positive,Positive
stop testing ev's.....traitor.,negative,885,stop test ev traitor,Negative,Positive
"Its blasphemy to list a VW there, aldo Audi and Porsche are also made by VW, at least they are premium.",negative,886,blasphemy list vw aldo audi porsche also make vw least premium,Negative,Neutral
"Idk who needs to hear this, but the Audi is the best vehicle here",positive,887,not know need hear but audi best vehicle,Positive,Positive
Audi any day,positive,888,audi day,Neutral,Neutral
imagine paying close to 90k for a VW,negative,889,imagine pay close 90k vw,Neutral,Neutral
It's amazing they're all german. What a manufacturing powerhouse,positive,890,amazing german manufacturing powerhouse,Positive,Positive
how come the VW is more expensive than the Audi?,neutral,891,come vw more expensive audi,Negative,Positive
Why did you never talk about the most powerful of Audi’s cars. The SQ7 TDI has a 4.0L V8 with 435hp and it’s of course the most quickest 4x4 diesel !!,positive,892,never talk powerful audi car sq7 tdi 4 0l v8 435hp course quick 4x4 diesel,Positive,Negative
Shoulda stuck the X5 50e in there. Different gravy….,neutral,893,shoulda stick x5 50e different gravy,Neutral,Positive
"Any car that doesn't include backseat sunshades is an instant loser, imo. There's no reason NOT to have them, especially in a luxury vehicle.",negative,894,car not include backseat sunshade instant loser go no reason not especially luxury vehicle,Neutral,Negative
I cant believe Volkswagen charges 90k for that car. Why even have Audi as a luxury brand if your budget brand charges the same prices�,negative,895,not believe volkswagen charge 90k car even audi luxury brand budget brand charge price,Positive,Negative
"Now, which one would you buy if it had 100,000 miles on it?",neutral,896,one would buy 100 000 mile,Neutral,Neutral
We're is lexus or range rover?,neutral,897,lexus range rover,Neutral,Neutral
The Touareg is the best,positive,898,touareg best,Positive,Positive
Wouldn’t the ioniq 5 N or Kia ev6 GT smoke all of these at a cheaper  price?,neutral,899,would not ioniq 5 n kia ev6 gt smoke cheap price,Negative,Negative
None of them. German crap,negative,900,none german crap,Negative,Negative
Mercs are the best,positive,901,mercs best,Positive,Positive
The toureg gear is definitely like grabbing an aliens head��� nice one Mat,positive,902,toureg gear definitely like grab alien head nice one mat,Positive,Positive
"Matt, the prices these days are ridiculous. Any chance you and your team can produce a graph showing price rises of some sought after cars, and also average wages. Then maybe! Just maybe test old v new, not timed but for good feeling factors and enjoyment. That my friend would be GOLD content �",neutral,903,matt price day ridiculous chance team produce graph show price rise seek car also average wage maybe maybe test old v new not time but good feeling factor enjoyment friend would gold content,Positive,Positive
am i the only person that actually hates those electric options? the electric seat moving options in the VW back seats for example...,negative,904,person actually hat electric option electric seat move option vw back seat example,Neutral,Positive
"Why do you always forget Lexus Toyota lol. Car and driver on multiple occasions included Lexus when comparing Audi , Mercedes, bmw lol . In stead of a Porsche shove a Lexus in there",neutral,905,always forget lexus toyota lol car driver multiple occasion include lexus comparing audi mercedes bmw lol stead porsche shove lexus,Neutral,Positive
"Excellent review this,  you were really bang on with all of your observations.  I must admit that even through it all the BM was definitely the one for me,   just the stance, the look,  the alloys it is far and away the best looking. I was really surprised that you went for it as well.  Did make me smile.",positive,906,excellent review really bang observation must admit even bm definitely one stance look alloy far away best look really surprised go well make smile,Positive,Positive
Always use Mat's voice for my 30 min nap but sometimes I wake up early when he says IT'S COMPLETELY FREE.,positive,907,always use mat voice 30 min nap but sometimes wake early say completely free,Positive,Positive
PorschE,neutral,908,porsche,Neutral,Neutral
Audi is the best looking for sure�,positive,909,audi best look sure,Positive,Positive
I don't see anything,neutral,910,not see anything,Neutral,Negative
"love your comments, well on point!",positive,911,love comment well point,Positive,Positive
Powered rear seats... Now that's VERY MERCEDES!!!,positive,912,power rear seat very mercedes,Neutral,Neutral
Easy.Toyota Camry.,neutral,913,easy toyota camry,Positive,Positive
always bmw is the best car,positive,914,always bmw best car,Positive,Positive
The Luxury test is made up by how the doors Sound? Really?,negative,915,luxury test make door sound really,Positive,Positive
Common bmw,negative,916,common bmw,Neutral,Neutral
in russia any of these cars cost ~200k,neutral,917,russia car cost 200k,Neutral,Neutral
The fact that the other cars are becoming the same prices as Porsches is crazy,neutral,918,fact car become price porsches crazy,Negative,Neutral
Germany ��,neutral,919,germany,Neutral,Neutral
But what if my baby wants to sit in the drivers seat of my Audi Q7?,neutral,920,but baby want sit driver seat audi q7,Neutral,Positive
“Made of scrotums” Classic!�,neutral,921,make scrotum classic,Positive,Positive
Where is the Aston Martin 707??,neutral,922,aston martin 707,Neutral,Neutral
"So big, so expensive, so not feasible for us average people. Can we see more ‘NORMAL CARS’ say under £40K cost. These big SUV’s are getting boring. Sorry Mat",negative,923,big expensive not feasible u average people see more normal car say 40k cost big suv get boring sorry mat,Negative,Negative
XC90?,neutral,924,xc90,Neutral,Neutral
This is a proper test. I like it ��,positive,925,proper test like,Positive,Positive
"As long as there is no Lexus brand at your list, this video is nothing but trash",negative,926,long no lexus brand list video nothing but trash,Negative,Negative
Why is vw being compared to a Porsche Audi Mercedes and bmw,neutral,927,vw compare porsche audi mercedes bmw,Neutral,Positive
Bmw is the best in the world,positive,928,bmw best world,Positive,Positive
Three of those are pretty much the same car �,neutral,929,three pretty much car,Positive,Negative
What a set of utterly boring pimped out vans for people obsessed with themselves.,negative,930,set utterly boring pimped van people obsess,Negative,Positive
I used to be a benz tech and the newer GLE is an amazing car to drive. Iv taken them on multiple hour trips to short grocery trips and there's nothing like how comfy and quite it can be on the road. Here in Arizona the roads are either garbage or ok. And these cars make it feel smooth as hell,positive,931,use benz tech new gle amazing car drive iv take multiple hour trip short grocery trip nothing like comfy quite road arizona roads either garbage ok car make feel smooth hell,Positive,Positive
"I will just stick to my 1997 Rav4, better than all these over priced tin boxes.",positive,932,stick 1997 rav4 well price tin box,Positive,Positive
H,neutral,933,h,Neutral,Negative
Have the made it from scrotums ����������,neutral,934,make scrotum,Neutral,Neutral
13:52 suit you sir,neutral,935,13 52 suit sir,Neutral,Neutral
